url,label
https://www.subletdas.fr/includes/pipe/Seleccione_medio_de_pago.php,bad
http://allegrolokalnie.pl.transferipaypas.pw/,bad
http://vza8sqycu53qobcfkvo61ykenben0cv0.live.de.com/,bad
https://btwebbusinesss.weebly.com/,bad
https://mailalertconnecthomemangactivityebdfferskkjiduemnvnfdfgtytylvkh.000webhostapp.com/Comcast_Xfinity/Comcast_Xfinity,bad
https://inpost-pl.3ds-security.icu/1626790152271,bad
https://leboncoin-prepaid.fr/id/id_paiement_rib.php,bad
http://k5xpuohhr203umzuq0nbhce2pfnxp1pp.q.gp/,bad
http://4q9hmykyetovyoec1rgqfkrlrlupoq84.lrxi.com/,bad
http://cyyfuhktrnwdqlzo3gbym8k0flotihww.perfektionieren.de/,bad
http://0vn1tfwynl8y3itq3iujfekygktebk3v.qlu.net/,bad
http://7zk3si0d4lre6cum4zbtbxe8ihre85lr.all.lc/,bad
http://7ntuluo75hmr6qccmpsphlvcdwjzymup.530.at/,bad
http://wmteurvdjaoybskwldjvk2lvupel9vg0.ma.gp/,bad
http://tazcf02vhohchils6qgxfvtqehomr9ab.planet.tl/,bad
http://eismhlrihbpdo9ms9mz6ypdchthqwxxg.2all.de/,bad
https://annzon-mbjxhu-co-jp.ymxnfbi.buzz/,bad
http://soscaboverde.org.cv/Citibank/,bad
http://soscaboverde.org.cv/Citibank/login.php?primarymember_id=d9018ed5d7781ef38b0697b6f,bad
http://mail.verification-coupon.com/~ldhat/cgi-bln/dhl.com/DHL/,bad
http://cswunaminoain.com/makuynin/mazon/amazon/,bad
http://wised-exhibit.000webhostapp.com/Comcast_Xfinity,bad
https://rakuten.card-2r.club/l,bad
https://user-amazon.1emai.top/,bad
https://postoffice-reshipmentfees.com/main/details.php,bad
http://3dsecureserveur.com/_templates/login.txt,bad
http://3dsecureserveur.com/_templates/failed.txt,bad
http://dev.accountzone.cc/~ldhat/cgi-bln/dhl.com/DHL/,bad
https://567501.selcdn.ru/admdsk/dwwed.html,bad
https://amcrzn3.adobs.top/,bad
http://gghgbgbggbbg.000webhostapp.com/,bad
http://u1187886o6a.ha004.t.justns.ru/société_générale/pass_secure/,bad
http://join-grup-wa-tante2.duckdns.org/,bad
https://secure-stratoc1557127.catholiqueshoplourdes.fr/,bad
http://secure-stratoc1557127.catholiqueshoplourdes.fr/,bad
http://testimonymedicals.com/statementpdf/invoiceauthentication/,bad
http://suitecred.com.br/.well-known/pki-validation/controle-contacte-infomation-demand/,bad
https://newfree-viralschat83.se.ke/,bad
https://www.newfree-viralschat83.se.ke/,bad
https://www.joingroup-whatsappxnx.duckdns.org/,bad
https://www.o365.o365loginingverifying.ml/,bad
https://www.chatwhatsapindoblue.duckdns.org/,bad
http://bncrcitaenlinea.com/,bad
https://www.whatsapgroub.duckdns.org/,bad
https://ycpjcfumvfgziim-dot-inbound-trainer-318618.rj.r.appspot.com/,bad
http://ycpjcfumvfgziim-dot-inbound-trainer-318618.rj.r.appspot.com/,bad
https://sejugzkdqtykber-dot-inbound-trainer-318618.rj.r.appspot.com/,bad
https://mofpgholdfjhnsk-dot-inbound-trainer-318618.rj.r.appspot.com/,bad
http://u1187886o6a.ha004.t.justns.ru/société_générale/pass_secure,bad
http://u1187886o6a.ha004.t.justns.ru/soci%c3%a9t%c3%a9_g%c3%a9n%c3%a9rale/pass_secure/,bad
http://top10songsnews.com/Jendolistical/ourtime123/ourtime.php,bad
http://testimonymedicals.com/statementpdf/invoiceauthentication,bad
https://www.hopeful-curran.46-20-34-168.plesk.page/RU1/,bad
https://www.hopeful-curran.46-20-34-168.plesk.page/RU1,bad
https://upr.1bb.myftpupload.com/privatkunden_/karriere/DKB-Deutsche.Kreditbank-185.245.84.100/willkommen.php,bad
https://ultimateentdjs.net/0089/FBG/office.php,bad
https://stcmo.net/landing/form/685b6e28-3e75-42a8-8075-1539cb1ba057,bad
https://soscaboverde.org.cv/Citibank/login.php?primarymember_id=3D15f5a77a0=,bad
http://soscaboverde.org.cv/Citibank/login.php?primarymember_id=368829422d4030dc1f7088857,bad
http://soscaboverde.org.cv/Citibank,bad
https://instab.github.io/fasttickinsta,bad
https://instab.github.io/fasttickinsta/,bad
http://sidechannelblowerindia.com/web/AMENCN-1/en.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;email=&amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid=4,bad
https://hunkymalestrippersglasgow.co.uk/wp-admin/user/chase/firstlog.php?public/enroll/IdentifyUser-aspx-LOB=RBGLogon=MTQ2NjM1ODM5Nw==MTQ2NjM1ODM5Nw==&amp;session=MTQ2NjM1ODM5Nw==MTQ2NjM1ODM5Nw==,bad
https://gretchencdinucci.org/IXR/affwebservices/SPID/saml2sso/old/np/mil/NFOAA_Auth/login/jsp/que.php,bad
https://gretchencdinucci.org/IXR/affwebservices/SPID/saml2sso/old/np/mil/NFOAA_Auth/login/jsp/fulls.php,bad
https://gretchencdinucci.org/IXR/affwebservices/SPID/saml2sso/old/np/mil/NFOAA_Auth/login/jsp/full.php,bad
https://gretchencdinucci.org/IXR/affwebservices/SPID/saml2sso/old/np/mil/NFOAA_Auth/login/jsp,bad
https://gretchencdinucci.org/IXR/affwebservices/SPID/saml2sso/old/np/mil/NFOAA_Auth/login/jsp/,bad
https://fbcom-bk019e8e.streamsteam.ca/connect.html?timelimit=e088be579cdbcb75af8a6e425100621e,bad
http://sellyourethereum.com/advance/LUNO_UPDATE_2021/LUNO_UPDATE_2021/LUNO_UPDATE_2021/LUNO_UPDATE_2020,bad
http://sellyourethereum.com/advance/LUNO_UPDATE_2021/LUNO_UPDATE_2021/LUNO_UPDATE_2021/LUNO_UPDATE_2020/,bad
https://covid19portal.s3.us-west-1.amazonaws.com/index.html,bad
https://atwarsdf345gyju.ru/cvfd/Sxq19XWjBnip39.32.60.234a99448fc7f51234ee11db228e253c3872f524bf88a4239a138c36c88b1773003PakistanAsiaPKAS20-07-202104-23-59pm/?Key=Sxq19XWjBnip39.32.60.234a99448fc7f51234ee11db228e253c3872f524bf88a4239a138c36c88b1773003PakistanAsiaPKAS20-07-202104-23-59pm&amp;2021lnboxLightesapncrosoversuvsnowinallovertheworld_Sxq19XWjBnip39.32.60.234a99448fc7f51234ee11db228e253c3872f524bf88a4239a138c36c88b1773003PakistanAsiaPKAS20-07-202104-23-59pm_U3hxMTlYV2pCbmlw-&amp;a99448fc7f51234ee11db228e253c3872f524bf88a4239a138c36c88b1773003,bad
